Shiran&yonatan,,,,,,,,,,,,Boaz,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,alt,lat,lon,Equal,lat diff,lon diff ,alt diff,,,,,,lat,lon,alt,
01/12/2017 10:45,Lenovo PB2-690Y,b4:ee:b4:a7:81:5c,HOTBOX-8156,32.78074215,32.16943847,34.81210568,1,7.88305E-10,2.10299E-10,8.91099E-10,,b4:ee:b4:a7:81:5c,HOTBOX-8156,1,-89,32.16943847,34.81210568,32.78074215,01/12/2017 10:57
01/12/2017 10:44,Lenovo PB2-690Y,c0:4a:00:f7:00:c1,Vision Public,38,32.16872739,34.81060785,1,0,0,0,,c0:4a:00:f7:00:c1,Vision Public,10,-89,32.16872739,34.81060785,38,01/12/2017 10:44
01/12/2017 10:44,Lenovo PB2-690Y,c0:a0:bb:cb:59:5b,BezeqNGN_001489_2.4GHz_1,33.3558576,32.16932024,34.8106989,1,1.0663E-09,1.3641E-09,2.60381E-09,,c0:a0:bb:cb:59:5b,BezeqNGN_001489_2.4GHz_1,1,-68,32.16932024,34.8106989,33.3558576,01/12/2017 10:54
01/12/2017 10:45,Lenovo PB2-690Y,c0:ac:54:f5:7d:bd,HOTBOX-2017,37.59003788,32.17114298,34.8128027,1,8.03684E-05,7.89902E-06,1.604918038,,c0:ac:54:f5:7d:bd,HOTBOX-2017,11,-72,32.17106261,34.8127948,39.19495592,01/12/2017 10:58
01/12/2017 10:42,SM-G950F,c0:ac:54:f5:b4:c9,HOTBOX-D88A,7.777438959,32.17224246,34.81444894,1,1.053E-09,1.8724E-09,1.65589E-10,,c0:ac:54:f5:b4:c9,HOTBOX-D88A,1,-92,32.17224246,34.81444894,7.777438959,01/12/2017 10:42
01/12/2017 10:44,SM-G950F,c0:ac:54:f5:b7:f2,donush,29.78929958,32.1713402,34.81169556,1,1.481E-09,2.7501E-09,3.4911E-09,,c0:ac:54:f5:b7:f2,donush,1,-87,32.1713402,34.81169556,29.78929958,01/12/2017 10:44
01/12/2017 10:57,SM-G950F,c0:ac:54:f6:ae:5e,HOTBOX111,26.89518462,32.16875525,34.8112991,1,3.4387E-09,9.06098E-10,9.89999E-11,,c0:ac:54:f6:ae:5e,HOTBOX111,11,-77,32.16875525,34.8112991,26.89518462,01/12/2017 10:57
01/12/2017 10:44,SM-G950F,c0:ac:54:f7:27:42,HOTBOX-2E6E,32.40766325,32.1698631,34.81091804,1,3.30999E-10,2.2842E-09,1.2725E-09,,c0:ac:54:f7:27:42,HOTBOX-2E6E,11,-89,32.1698631,34.81091804,32.40766325,01/12/2017 10:44
01/12/2017 10:58,Lenovo PB2-690Y,c0:ac:54:f7:3c:c2,HOTBOX111,34.77099906,32.17096476,34.81363052,1,3.65802E-10,2.2917E-09,5.098E-10,,c0:ac:54:f7:3c:c2,HOTBOX111,1,-87,32.17096476,34.81363052,34.77099906,01/12/2017 10:58
01/12/2017 10:58,Lenovo PB2-690Y,c0:ac:54:f7:42:60,HOTBOX,33.28004633,32.17084173,34.81364402,1,1.20004E-10,1.3544E-09,1.1836E-09,,c0:ac:54:f7:42:60,HOTBOX,1,-82,32.17084173,34.81364402,33.28004633,01/12/2017 10:58
01/12/2017 11:09,Lenovo PB2-690Y,c0:ac:54:f8:0c:ac,G10,30,32.17106538,34.81150977,1,0,0,0,,c0:ac:54:f8:0c:ac,G10,11,-94,32.17106538,34.81150977,30,01/12/2017 11:09
01/12/2017 10:51,Lenovo PB2-690Y,c0:ac:54:f8:6b:28,Li,27,32.16970224,34.81083489,1,0,0,0,,c0:ac:54:f8:6b:28,Li,1,-80,32.16970224,34.81083489,27,01/12/2017 10:51
01/12/2017 10:58,Lenovo PB2-690Y,c0:ac:54:f8:6c:8a,amnon,39.00748248,32.17061762,34.81359659,1,5.49797E-10,3.85498E-10,6.29299E-10,,c0:ac:54:f8:6c:8a,amnon,6,-78,32.17061762,34.81359659,39.00748248,01/12/2017 10:59
01/12/2017 10:57,Lenovo PB2-690Y,c0:ff:d4:7b:82:30,Candan,36.55083285,32.16925411,34.81198747,1,0.000430733,0.000903891,2.961810328,,c0:ff:d4:7b:82:30,Candan,1,-86,32.16882338,34.81108358,33.58902253,01/12/2017 10:59
01/12/2017 10:44,Lenovo PB2-690Y,c4:04:15:60:6a:b5,Ben Ami_2.4,40.13333016,32.17183565,34.81186446,1,1.2041E-09,1.1594E-09,8.49305E-10,,c4:04:15:60:6a:b5,Ben Ami_2.4,11,-73,32.17183565,34.81186446,40.13333016,01/12/2017 10:50
01/12/2017 11:09,Lenovo PB2-690Y,c4:04:15:60:6a:b6,BezeqNGN_10072E_5GHz_1,31,32.17180755,34.81183239,1,0,0,0,,c4:04:15:60:6a:b6,BezeqNGN_10072E_5GHz_1,48,-82,32.17180755,34.81183239,31,01/12/2017 11:09
01/12/2017 11:00,Lenovo PB2-690Y,c4:04:15:64:e8:cc,Gillad-1_2.4,37,32.17053537,34.81259485,1,0,0,0,,c4:04:15:64:e8:cc,Gillad-1_2.4,11,-77,32.17053537,34.81259485,37,01/12/2017 11:00
01/12/2017 11:05,Lenovo PB2-690Y,c4:12:f5:82:92:78,David,31,32.17063751,34.81125367,1,0,0,0,,c4:12:f5:82:92:78,David,9,-96,32.17063751,34.81125367,31,01/12/2017 11:05
01/12/2017 10:50,Lenovo PB2-690Y,c4:12:f5:85:27:c1,varda_HD,41,32.17226944,34.81201158,1,0,0,0,,c4:12:f5:85:27:c1,varda_HD,60,-88,32.17226944,34.81201158,41,01/12/2017 10:50
01/12/2017 10:44,SM-G950F,c4:12:f5:85:27:c2,varda,39.4815239,32.17216627,34.81202051,1,6.2358E-05,2.08556E-05,1.617137994,,c4:12:f5:85:27:c2,varda,1,-80,32.17222863,34.81204137,37.86438591,01/12/2017 11:04
01/12/2017 10:58,SM-G950F,c4:12:f5:f4:82:42,Beni,32.43137668,32.1706364,34.81360466,1,0.000199364,3.11497E-05,1.276386655,,c4:12:f5:f4:82:42,Beni,9,-71,32.17083576,34.81363581,33.70776333,01/12/2017 10:59
01/12/2017 10:51,SM-G950F,c4:12:f5:f9:5c:7c,Lili,35.90922172,32.16947314,34.81076816,1,1.6111E-09,3.048E-09,2.4846E-09,,c4:12:f5:f9:5c:7c,Lili,11,-79,32.16947314,34.81076816,35.90922173,01/12/2017 11:05
01/12/2017 10:44,SM-G950F,c4:12:f5:fb:c0:3e,mika1,30.39126342,32.17125359,34.81164528,1,6.85198E-10,3.4399E-09,3.1134E-09,,c4:12:f5:fb:c0:3e,mika1,1,-77,32.17125358,34.81164528,30.39126342,01/12/2017 10:50
01/12/2017 10:43,Lenovo PB2-690Y,c4:a8:1d:12:7d:4c,Orit,37.7904417,32.17230921,34.81389991,1,2.34999E-05,0.000158201,1.581851705,,c4:a8:1d:12:7d:4c,Orit,6,-57,32.17228571,34.81405812,36.20859,01/12/2017 11:07
01/12/2017 10:50,Lenovo PB2-690Y,c4:a8:1d:12:df:c5,maya salon,33.69111416,32.17129262,34.81224302,1,0,0,0,,c4:a8:1d:12:df:c5,maya salon,1,-89,32.17129262,34.81224302,33.69111416,01/12/2017 10:50
01/12/2017 10:50,Lenovo PB2-690Y,c4:a8:1d:13:2a:95,Eric 2.4,29,32.1699948,34.81094348,1,0,0,0,,c4:a8:1d:13:2a:95,Eric 2.4,1,-87,32.1699948,34.81094348,29,01/12/2017 10:50
01/12/2017 10:45,Lenovo PB2-690Y,c4:e9:84:83:1a:0a,sirocco_2.4o,33.22506665,32.17108293,34.81298255,1,2.0499E-09,2.3228E-09,1.3608E-09,,c4:e9:84:83:1a:0a,sirocco_2.4o,11,-79,32.17108294,34.81298256,33.22506665,01/12/2017 10:58
01/12/2017 10:44,SM-G950F,c8:d3:ff:57:60:f5,DIRECT-F4-HP DeskJet 3830 series,28.9722959,32.16879406,34.81060326,1,1.2668E-09,1.94198E-10,1.1679E-09,,c8:d3:ff:57:60:f5,DIRECT-F4-HP DeskJet 3830 series,1,-89,32.16879406,34.81060326,28.9722959,01/12/2017 10:44
01/12/2017 10:51,Lenovo PB2-690Y,c8:d7:19:d4:7c:73,forestisthebest,27,32.16937301,34.81072683,1,0,0,0,,c8:d7:19:d4:7c:73,forestisthebest,6,-93,32.16937301,34.81072683,27,01/12/2017 10:51
01/12/2017 10:52,Lenovo PB2-690Y,c8:d7:19:d4:7c:75,forestisthebest-guest,31,32.16936666,34.81070436,1,0,0,0,,c8:d7:19:d4:7c:75,forestisthebest-guest,6,-94,32.16936666,34.81070436,31,01/12/2017 10:52
01/12/2017 10:44,Lenovo PB2-690Y,c8:d7:19:da:03:16,forestisthebest,32.86412969,32.16926732,34.81068517,1,1.3463E-09,1.7222E-09,1.8859E-09,,c8:d7:19:da:03:16,forestisthebest,6,-54,32.16926732,34.81068517,32.86412969,01/12/2017 10:51
01/12/2017 10:44,Lenovo PB2-690Y,cc:16:7e:97:1d:92,KaymeraGuest,38,32.16872739,34.81060785,1,0,0,0,,cc:16:7e:97:1d:92,KaymeraGuest,1,-95,32.16872739,34.81060785,38,01/12/2017 10:44
01/12/2017 10:59,SM-G950F,cc:b2:55:67:2b:85,claire,29.9988896,32.17092411,34.81275919,1,8.34703E-10,4.1858E-09,4.9231E-09,,cc:b2:55:67:2b:85,claire,6,-90,32.17092411,34.81275919,29.9988896,01/12/2017 10:59
01/12/2017 10:43,SM-G950F,cc:b2:55:e8:4c:e6,INGENEO,31.97487659,32.1698965,34.8112183,1,0.000214812,0.000115977,0.863011826,,cc:b2:55:e8:4c:e6,INGENEO,6,-87,32.17011131,34.81133428,32.83788841,01/12/2017 10:44
01/12/2017 11:00,Lenovo PB2-690Y,d0:d4:12:5e:db:f2,Siemens,35.37451757,32.17040964,34.81253033,1,0,0,0,,d0:d4:12:5e:db:f2,Siemens,11,-82,32.17040964,34.81253033,35.37451757,01/12/2017 11:00
01/12/2017 10:58,Lenovo PB2-690Y,d0:d4:12:64:05:12,shmulik,36,32.17004926,34.81351135,1,0,0,0,,d0:d4:12:64:05:12,shmulik,11,-80,32.17004926,34.81351135,36,01/12/2017 10:58
01/12/2017 10:44,Lenovo PB2-690Y,d0:d4:12:65:19:a2,netbox,38,32.1692751,34.81066887,1,0,0,0,,d0:d4:12:65:19:a2,netbox,1,-96,32.1692751,34.81066887,38,01/12/2017 10:44
01/12/2017 10:59,Lenovo PB2-690Y,d4:6e:0e:3c:44:e1,SIEMENS_LivingRoom,34.90574763,32.1702032,34.81248448,1,1.5546E-09,5.89964E-11,1.2779E-09,,d4:6e:0e:3c:44:e1,SIEMENS_LivingRoom,1,-77,32.17020321,34.81248448,34.90574762,01/12/2017 10:59
01/12/2017 10:45,SM-G950F,d4:7b:b0:79:65:fc,landau,33.36689393,32.16997114,34.81231287,1,8.41098E-10,1.5072E-09,9.10106E-10,,d4:7b:b0:79:65:fc,landau,11,-89,32.16997114,34.81231287,33.36689392,01/12/2017 10:59
01/12/2017 10:58,Lenovo PB2-690Y,d8:5d:4c:d1:4d:b0,Yotam _ work _ room,33.91672108,32.17106811,34.81331975,1,3.20497E-10,1.55296E-10,1.97E-09,,d8:5d:4c:d1:4d:b0,Yotam _ work _ room,9,-68,32.17106811,34.81331975,33.91672107,01/12/2017 10:58
01/12/2017 10:50,Lenovo PB2-690Y,d8:5d:4c:d9:c4:68,shlomi,34.09463673,32.17042076,34.8111771,1,2.495E-10,1.5837E-09,1.564E-09,,d8:5d:4c:d9:c4:68,shlomi,1,-65,32.17042076,34.8111771,34.09463673,01/12/2017 11:05
01/12/2017 10:44,SM-G950F,d8:fb:5e:17:1b:d6,DAVID,35.00469476,32.17117651,34.8115941,1,1.2687E-09,2.0302E-09,2.407E-09,,d8:fb:5e:17:1b:d6,DAVID,11,-92,32.17117651,34.8115941,35.00469475,01/12/2017 10:44
01/12/2017 10:46,SM-G950F,d8:fb:5e:17:47:f8,sellahome,34.91531501,32.17241059,34.81325698,1,1.0745E-09,9.858E-10,1.20249E-09,,d8:fb:5e:17:47:f8,sellahome,9,-73,32.17241059,34.81325698,34.91531501,01/12/2017 10:46
01/12/2017 10:44,Lenovo PB2-690Y,d8:fb:5e:17:62:4d,HOTBOX12,37,32.16988722,34.81091198,1,0,0,0,,d8:fb:5e:17:62:4d,HOTBOX12,1,-87,32.16988722,34.81091198,37,01/12/2017 10:44
01/12/2017 10:45,SM-G950F,d8:fb:5e:17:62:f5,HOTBOX-62EF,35.73770467,32.17027117,34.81247279,1,9.96799E-10,1.201E-09,9.05096E-10,,d8:fb:5e:17:62:f5,HOTBOX-62EF,1,-80,32.17027117,34.81247279,35.73770467,01/12/2017 10:45
01/12/2017 10:57,Lenovo PB2-690Y,e0:ce:c3:23:12:30,HOTFiber arama,32,32.16957574,34.81265851,1,0,0,0,,e0:ce:c3:23:12:30,HOTFiber arama,1,-76,32.16957574,34.81265851,32,01/12/2017 10:57
01/12/2017 10:57,SM-G950F,e0:ce:c3:86:a7:9e,Talfamily,27.05751994,32.16889806,34.8118332,1,4.6228E-09,6.92403E-10,1.4604E-09,,e0:ce:c3:86:a7:9e,Talfamily,1,-80,32.16889806,34.8118332,27.05751994,01/12/2017 10:57
01/12/2017 11:10,Lenovo PB2-690Y,e0:ce:c3:8c:c1:94,HOTBOX-C18E,31,32.16968439,34.8121884,1,0,0,0,,e0:ce:c3:8c:c1:94,HOTBOX-C18E,1,-93,32.16968439,34.8121884,31,01/12/2017 11:10
01/12/2017 10:45,Lenovo PB2-690Y,e4:6f:13:71:f5:ce,RS_GUEST,39.96197119,32.16912788,34.81130887,1,4.98702E-10,1.69189E-09,9.058E-10,,e4:6f:13:71:f5:ce,RS_GUEST,9,-91,32.16912788,34.81130887,39.96197119,01/12/2017 11:05
01/12/2017 10:44,SM-G950F,e4:6f:13:73:0a:c2,simon,29.91112042,32.16880003,34.81084556,1,1.86416E-05,7.26188E-05,1.206699715,,e4:6f:13:73:0a:c2,simon,8,-79,32.16878139,34.81077294,31.11782014,01/12/2017 11:05
01/12/2017 10:44,SM-G950F,e4:d3:f1:9a:81:60,rdk,28.48330591,32.1705249,34.8112437,1,1.4111E-09,2.90299E-10,3.0688E-09,,e4:d3:f1:9a:81:60,rdk,13,-85,32.1705249,34.8112437,28.48330591,01/12/2017 10:44
01/12/2017 10:58,Lenovo PB2-690Y,e8:94:f6:e2:6e:4b,frank,32.2559721,32.17024184,34.8126417,1,1.716E-09,1.2139E-09,1.7823E-09,,e8:94:f6:e2:6e:4b,frank,6,-65,32.17024184,34.81264169,32.2559721,01/12/2017 11:00
01/12/2017 10:58,Lenovo PB2-690Y,e8:cc:18:ac:1a:52,Daizad,33.57258845,32.17035534,34.81357135,1,1.7297E-09,1.271E-09,1.2716E-09,,e8:cc:18:ac:1a:52,Daizad,7,-72,32.17035534,34.81357136,33.57258846,01/12/2017 10:58
01/12/2017 10:59,SM-G950F,e8:cc:18:ac:1b:e1,Daizad,29.09677085,32.17024205,34.81353312,1,1.3722E-09,1.74551E-09,1.6457E-09,,e8:cc:18:ac:1b:e1,Daizad,3,-90,32.17024205,34.81353312,29.09677085,01/12/2017 10:59
01/12/2017 11:01,Lenovo PB2-690Y,e8:d1:1b:72:74:81,HOTBOX-747B,39,32.1718612,34.81297848,1,0,0,0,,e8:d1:1b:72:74:81,HOTBOX-747B,1,-91,32.1718612,34.81297848,39,01/12/2017 11:01
01/12/2017 10:44,SM-G950F,ec:08:6b:38:0d:dc,RS_GUEST_5G,27.11526685,32.16882317,34.81054405,1,2.427E-09,3.72097E-10,2.2374E-09,,ec:08:6b:38:0d:dc,RS_GUEST_5G,44,-89,32.16882317,34.81054405,27.11526685,01/12/2017 10:44
01/12/2017 10:44,SM-G950F,ec:08:6b:38:0d:dd,RS_GUEST,33.73302561,32.16935204,34.81074403,1,2.30798E-10,2.1046E-09,1.4903E-09,,ec:08:6b:38:0d:dd,RS_GUEST,12,-85,32.16935204,34.81074404,33.7330256,01/12/2017 10:44
01/12/2017 10:45,Lenovo PB2-690Y,ec:8c:a2:08:a4:5c,LRWN,36,32.16877222,34.81164041,1,0,0,0,,ec:8c:a2:08:a4:5c,LRWN,52,-69,32.16877222,34.81164041,36,01/12/2017 10:45
01/12/2017 11:05,Lenovo PB2-690Y,ec:8c:a2:09:dd:48,LRWN,25.80862583,32.16883346,34.81174651,1,1.02657E-05,0.000157857,1.027386443,,ec:8c:a2:09:dd:48,LRWN,11,-59,32.1688232,34.81158865,26.83601228,01/12/2017 10:57
01/12/2017 10:45,SM-G950F,ec:8c:a2:09:dd:4c,LRWN,28.29109854,32.1688461,34.81178747,1,2.70251E-09,6.38991E-11,2.4455E-09,,ec:8c:a2:09:dd:4c,LRWN,44,-70,32.1688461,34.81178747,28.29109854,01/12/2017 10:45
01/12/2017 10:57,SM-G950F,ec:8e:b5:05:57:19,DIRECT-29-HP OfficeJet Pro 8710,27.26150168,32.16957209,34.81340832,1,1.85096E-10,1.6379E-09,8.38902E-10,,ec:8e:b5:05:57:19,DIRECT-29-HP OfficeJet Pro 8710,6,-91,32.16957209,34.81340832,27.26150168,01/12/2017 10:57
01/12/2017 10:44,Lenovo PB2-690Y,f4:f2:6d:34:56:54,spielman,33.32633777,32.16914551,34.81064296,1,3.01696E-10,1.6111E-09,1.638E-09,,f4:f2:6d:34:56:54,spielman,1,-77,32.16914551,34.81064297,33.32633777,01/12/2017 10:55
01/12/2017 11:09,Lenovo PB2-690Y,f4:f2:6d:5e:d0:48,alfa,32,32.17206721,34.81192728,1,0,0,0,,f4:f2:6d:5e:d0:48,alfa,11,-96,32.17206721,34.81192728,32,01/12/2017 11:09
01/12/2017 11:04,Lenovo PB2-690Y,f4:f2:6d:af:45:26,Basement,40.53385128,32.17231428,34.81391152,1,0,0,0,,f4:f2:6d:af:45:26,Basement,3,-87,32.17231428,34.81391152,40.53385128,01/12/2017 11:07
01/12/2017 10:57,Lenovo PB2-690Y,f8:ab:05:46:de:55,Levy,31,32.16876228,34.81066791,1,0,0,0,,f8:ab:05:46:de:55,Levy,10,-85,32.16876228,34.81066791,31,01/12/2017 10:57
01/12/2017 10:45,SM-G950F,f8:ab:05:e9:6d:3d,yotam17,34.33181348,32.17112535,34.81318734,1,6.97199E-10,9.80499E-10,1.2739E-09,,f8:ab:05:e9:6d:3d,yotam17,10,-75,32.17112535,34.81318734,34.33181348,01/12/2017 10:58
01/12/2017 10:56,SM-G950F,f8:d1:11:b1:92:93,iFOREX,27.56438271,32.16888141,34.81057059,1,3.8509E-09,2.8346E-09,2.8673E-09,,f8:d1:11:b1:92:93,iFOREX,6,-91,32.16888141,34.81057059,27.56438271,01/12/2017 10:56
01/12/2017 10:45,Lenovo PB2-690Y,f8:d1:11:b8:3b:7e,Mehta_Up,37.97579004,32.16955876,34.81216375,1,0,0,0,,f8:d1:11:b8:3b:7e,Mehta_Up,6,-86,32.16955876,34.81216375,37.97579004,01/12/2017 11:00
01/12/2017 11:09,Lenovo PB2-690Y,f8:d1:11:ce:e5:e6,TP-LINK-BET,30,32.17106538,34.81150977,1,0,0,0,,f8:d1:11:ce:e5:e6,TP-LINK-BET,4,-96,32.17106538,34.81150977,30,01/12/2017 11:09
01/12/2017 11:05,Lenovo PB2-690Y,fa:8f:ca:35:6e:e9,,25,32.16991824,34.81090236,1,0,0,0,,fa:8f:ca:35:6e:e9, ,1,-86,32.16991824,34.81090236,25,01/12/2017 11:05
01/12/2017 10:44,SM-G950F,fc:15:b4:65:09:20,HP-Print-20-Deskjet 4640 series,32.80783563,32.1698652,34.81091751,1,3.02194E-10,2.0851E-09,1.1616E-09,,fc:15:b4:65:09:20,HP-Print-20-Deskjet 4640 series,1,-83,32.1698652,34.81091751,32.80783563,01/12/2017 10:44
01/12/2017 10:58,Lenovo PB2-690Y,fc:75:16:2e:5a:47,My_Internet,35.26908444,32.1709714,34.81349602,1,2.62595E-10,1.0402E-09,4.67963E-11,,fc:75:16:2e:5a:47,My_Internet,10,-77,32.1709714,34.81349602,35.26908444,01/12/2017 10:58
01/12/2017 10:50,Lenovo PB2-690Y,fc:75:16:55:27:fa,BS-WIFI-4EVER,42,32.17250306,34.81263803,1,0,0,0,,fc:75:16:55:27:fa,BS-WIFI-4EVER,6,-94,32.17250306,34.81263803,42,01/12/2017 10:50
01/12/2017 11:04,SM-G950F,fc:b4:e6:d2:86:9e,Lahav,46.7222322,32.17230692,34.81390382,1,3.4467E-09,3.965E-09,4.5772E-09,,fc:b4:e6:d2:86:9e,Lahav,11,-81,32.17230692,34.81390382,46.7222322,01/12/2017 11:04
01/12/2017 10:50,Lenovo PB2-690Y,08:97:58:32:d2:98,NIPPON_3687,37.38346459,32.17251791,34.8124315,0,32.17251791,34.8124315,37.38346459,,,,,,,,,
01/12/2017 10:45,Lenovo PB2-690Y,14:ae:db:b0:67:dd,DR_SHOHER_1,41,32.16994827,34.81233913,0,32.16994827,34.81233913,41,,,,,,,,,
01/12/2017 11:11,Lenovo PB2-690Y,c0:ac:54:f5:7d:bd,HOTBOX-2017,37,32.1710117,34.81277801,0,32.1710117,34.81277801,37,,,,,,,,,
